product_id,product_name,category,price
200086,Product_86,Sports,11517
200087,Product_87,Sports,4105
200088,Product_88,Sports,37212
200089,Product_89,Clothing,29998
200090,Product_90,Electronics,14272
200091,Product_91,Sports,2820
200092,Product_92,Clothing,43154
200093,Product_93,Electronics,17255
200094,Product_94,Home,46687
200095,Product_95,Clothing,14739
200096,Product_96,Accessories,49895
200097,Product_97,Home,28749
200098,Product_98,Accessories,32417
200099,Product_99,Sports,11654
200100,Product_100,Electronics,25037
200101,Product_101,Sports,6799
200102,Product_102,Accessories,41030
200103,Product_103,Home,40597
200104,Product_104,Accessories,7187
200105,Product_105,Accessories,20729
200106,Product_106,Clothing,17049
200107,Product_107,Electronics,46069
200108,Product_108,Clothing,39956
200109,Product_109,Sports,32200
200110,Product_110,Home,4891
200111,Product_111,Home,24627
200112,Product_112,Accessories,18468
200113,Product_113,Accessories,20713
200114,Product_114,Electronics,2131
200115,Product_115,Accessories,34968
200116,Product_116,Electronics,25181
200117,Product_117,Home,37280
200118,Product_118,Home,37600
200119,Product_119,Sports,25314
200120,Product_120,Accessories,48162
200121,Product_121,Home,49598
200122,Product_122,Accessories,31076
200123,Product_123,Clothing,47585
200124,Product_124,Accessories,48213
200125,Product_125,Electronics,45707
200126,Product_126,Electronics,41289
200127,Product_127,Clothing,28375
200128,Product_128,Accessories,48147
200129,Product_129,Sports,9606
200130,Product_130,Sports,27124
200131,Product_131,Clothing,29220
200132,Product_132,Accessories,4724
200133,Product_133,Electronics,2813
200134,Product_134,Home,19139
200135,Product_135,Sports,15944
200136,Product_136,Accessories,1396
200137,Product_137,Home,26030
200138,Product_138,Home,4833
200139,Product_139,Electronics,15425
200140,Product_140,Sports,9132
200141,Product_141,Accessories,40559
200142,Product_142,Electronics,48951
200143,Product_143,Sports,47012
200144,Product_144,Accessories,40521
200145,Product_145,Home,28188
200146,Product_146,Clothing,20321
200147,Product_147,Electronics,18300
200148,Product_148,Electronics,17472
200149,Product_149,Clothing,49687
200150,Product_150,Accessories,7980
200151,Product_151,Electronics,37484
200152,Product_152,Home,8657
200153,Product_153,Electronics,43247
200154,Product_154,Home,39537
200155,Product_155,Clothing,14493
200156,Product_156,Accessories,11099
200157,Product_157,Accessories,28977
200158,Product_158,Clothing,32441
200159,Product_159,Sports,41797
200160,Product_160,Sports,44959
200161,Product_161,Sports,37779
200162,Product_162,Home,42805
200163,Product_163,Clothing,19963
200164,Product_164,Electronics,33734
200165,Product_165,Sports,47040
200166,Product_166,Accessories,45133
200167,Product_167,Home,23967
200168,Product_168,Clothing,10408
200169,Product_169,Clothing,8216
200170,Product_170,Electronics,25299
200171,Product_171,Clothing,3313
200172,Product_172,Home,27805
200173,Product_173,Sports,21422
200174,Product_174,Accessories,30524
200175,Product_175,Accessories,49151
200176,Product_176,Clothing,27100
200177,Product_177,Home,7852
200178,Product_178,Home,17597
200179,Product_179,Clothing,44761
200180,Product_180,Accessories,8064
200181,Product_181,Accessories,34231
200182,Product_182,Accessories,46482
200183,Product_183,Sports,40558
200184,Product_184,Accessories,42751
200185,Product_185,Sports,2492
200186,Product_186,Sports,36799
200187,Product_187,Home,46688
200188,Product_188,Sports,18939
200189,Product_189,Sports,2152
200190,Product_190,Electronics,48424
200191,Product_191,Electronics,33794
200192,Product_192,Accessories,5051
200193,Product_193,Home,23358
200194,Product_194,Home,3063
200195,Product_195,Home,19555
200196,Product_196,Home,2077
200197,Product_197,Clothing,38242
200198,Product_198,Clothing,38150
200199,Product_199,Home,37776
200200,Product_200,Home,2550
200201,Product_201,Electronics,41815
200202,Product_202,Accessories,33364
200203,Product_203,Electronics,10196
200204,Product_204,Electronics,38581
200205,Product_205,Clothing,16794
200206,Product_206,Accessories,27496
200207,Product_207,Sports,15185
200208,Product_208,Clothing,48309
200209,Product_209,Home,8355
200210,Product_210,Home,12583
200211,Product_211,Clothing,12712
200212,Product_212,Sports,20860
200213,Product_213,Clothing,26618
200214,Product_214,Accessories,36859
200215,Product_215,Sports,14277
200216,Product_216,Home,19288
200217,Product_217,Electronics,7151
200218,Product_218,Sports,8069
200219,Product_219,Accessories,24063
200220,Product_220,Electronics,12537
200221,Product_221,Accessories,26475
200222,Product_222,Sports,8924
200223,Product_223,Clothing,48271
200224,Product_224,Home,49296
200225,Product_225,Home,30505
200226,Product_226,Sports,16632
200227,Product_227,Home,24582
200228,Product_228,Accessories,25271
200229,Product_229,Clothing,42514
200230,Product_230,Clothing,29950
200231,Product_231,Clothing,18962
200232,Product_232,Home,20590
200233,Product_233,Electronics,47591
200234,Product_234,Home,38062
200235,Product_235,Accessories,29452
200236,Product_236,Sports,3379
200237,Product_237,Clothing,48422
200238,Product_238,Sports,14041
200239,Product_239,Electronics,34366
200240,Product_240,Sports,14729
200241,Product_241,Sports,38907
200242,Product_242,Clothing,18241
200243,Product_243,Electronics,29051
200244,Product_244,Sports,19836
200245,Product_245,Home,41450
200246,Product_246,Clothing,34906
200247,Product_247,Sports,42186
200248,Product_248,Sports,49367
200249,Product_249,Clothing,49614
200250,Product_250,Sports,18375
200251,Product_251,Accessories,17923
200252,Product_252,Sports,8581
200253,Product_253,Electronics,16989
200254,Product_254,Electronics,13048
200255,Product_255,Accessories,8989
200256,Product_256,Accessories,38955
200257,Product_257,Clothing,20037
200258,Product_258,Electronics,7422
200259,Product_259,Sports,49865
200260,Product_260,Electronics,47451
200261,Product_261,Clothing,31809
200262,Product_262,Home,21084
200263,Product_263,Accessories,9237
200264,Product_264,Home,32139
200265,Product_265,Accessories,30954
200266,Product_266,Home,28365
200267,Product_267,Home,27821
200268,Product_268,Sports,48354
200269,Product_269,Clothing,38140
200270,Product_270,Clothing,14123
200271,Product_271,Accessories,17050
200272,Product_272,Accessories,40634
200273,Product_273,Electronics,37331
200274,Product_274,Clothing,16955
200275,Product_275,Home,35415
200276,Product_276,Home,14330
200277,Product_277,Clothing,41002
200278,Product_278,Accessories,8814
200279,Product_279,Sports,1835
200280,Product_280,Clothing,33050
200281,Product_281,Accessories,853
200282,Product_282,Accessories,35720
200283,Product_283,Accessories,20407
200284,Product_284,Electronics,47072
200285,Product_285,Electronics,45974
200286,Product_286,Accessories,24338
200287,Product_287,Sports,16696
200288,Product_288,Electronics,22770
200289,Product_289,Accessories,18768
200290,Product_290,Sports,32745
200291,Product_291,Sports,29989
200292,Product_292,Electronics,1750
200293,Product_293,Electronics,4302
200294,Product_294,Home,15405
200295,Product_295,Electronics,19003
200296,Product_296,Home,2129
200297,Product_297,Home,5698
200298,Product_298,Clothing,6055
200299,Product_299,Sports,482
200300,Product_300,Accessories,30227
200301,Product_301,Electronics,28642
200302,Product_302,Sports,11235
200303,Product_303,Clothing,4508
200304,Product_304,Electronics,26297
200305,Product_305,Home,34675
200306,Product_306,Clothing,30263
200307,Product_307,Clothing,27931
200308,Product_308,Electronics,25363
200309,Product_309,Accessories,46505
200310,Product_310,Home,3933
200311,Product_311,Clothing,30219
200312,Product_312,Home,34910
200313,Product_313,Accessories,27753
200314,Product_314,Home,45826
200315,Product_315,Sports,45817
200316,Product_316,Accessories,45861
200317,Product_317,Electronics,45516
200318,Product_318,Home,8853
200319,Product_319,Clothing,15403
200320,Product_320,Electronics,47503
200321,Product_321,Accessories,28496
200322,Product_322,Electronics,33776
200323,Product_323,Sports,2963
200324,Product_324,Home,32438
200325,Product_325,Sports,37622
200326,Product_326,Clothing,29856
200327,Product_327,Electronics,10271
200328,Product_328,Home,20135
200329,Product_329,Accessories,10030
200330,Product_330,Clothing,41933
200331,Product_331,Clothing,37096
200332,Product_332,Electronics,45532
200333,Product_333,Home,15920
200334,Product_334,Electronics,5131
200335,Product_335,Clothing,5854
200336,Product_336,Sports,18746
200337,Product_337,Home,25349
200338,Product_338,Home,10467
200339,Product_339,Accessories,45203
200340,Product_340,Sports,38469
200341,Product_341,Clothing,17068
200342,Product_342,Electronics,45531
200343,Product_343,Home,28922
200344,Product_344,Clothing,30735
200345,Product_345,Sports,48019
200346,Product_346,Home,960
200347,Product_347,Sports,18587
200348,Product_348,Clothing,40906
200349,Product_349,Home,948
200350,Product_350,Clothing,7882
200351,Product_351,Sports,1020
200352,Product_352,Clothing,1761
200353,Product_353,Electronics,27139
200354,Product_354,Home,21421
200355,Product_355,Clothing,10400
200356,Product_356,Electronics,17964
200357,Product_357,Electronics,8431
200358,Product_358,Sports,25159
200359,Product_359,Home,8106
200360,Product_360,Sports,11303
200361,Product_361,Accessories,10952
200362,Product_362,Accessories,19553
200363,Product_363,Electronics,10960
200364,Product_364,Sports,33684
200365,Product_365,Accessories,19177
200366,Product_366,Electronics,40103
200367,Product_367,Electronics,17067
200368,Product_368,Sports,15593
200369,Product_369,Electronics,38827
200370,Product_370,Clothing,42718
200371,Product_371,Accessories,38185
200372,Product_372,Clothing,5703
200373,Product_373,Accessories,31059
200374,Product_374,Accessories,13963
200375,Product_375,Clothing,32623
200376,Product_376,Sports,29046
200377,Product_377,Clothing,28377
200378,Product_378,Electronics,19509
200379,Product_379,Sports,35203
200380,Product_380,Sports,7751
200381,Product_381,Clothing,35963
200382,Product_382,Electronics,3403
200383,Product_383,Clothing,12993
200384,Product_384,Home,24972
200385,Product_385,Home,36900
200386,Product_386,Sports,40066
200387,Product_387,Electronics,40538
200388,Product_388,Sports,3703
200389,Product_389,Home,45184
200390,Product_390,Clothing,32733
200391,Product_391,Sports,40792
200392,Product_392,Home,19013
200393,Product_393,Accessories,40739
200394,Product_394,Electronics,39904
200395,Product_395,Home,24622
200396,Product_396,Clothing,15760
200397,Product_397,Sports,1911
200398,Product_398,Home,38427
200399,Product_399,Sports,32601
200400,Product_400,Electronics,46344
200401,Product_401,Home,31177
200402,Product_402,Sports,20460
200403,Product_403,Accessories,32438
200404,Product_404,Accessories,28743
200405,Product_405,Home,4660
200406,Product_406,Sports,40912
200407,Product_407,Home,6434
200408,Product_408,Electronics,24223
200409,Product_409,Home,15343
200410,Product_410,Accessories,15606
200411,Product_411,Clothing,6343
200412,Product_412,Sports,15548
200413,Product_413,Accessories,403
200414,Product_414,Sports,41266
200415,Product_415,Clothing,28835
200416,Product_416,Home,2757
200417,Product_417,Accessories,27016
200418,Product_418,Home,34949
200419,Product_419,Electronics,16153
200420,Product_420,Clothing,21474
200421,Product_421,Sports,27014
200422,Product_422,Accessories,5027
200423,Product_423,Sports,6815
200424,Product_424,Electronics,8145
200425,Product_425,Clothing,28014
200426,Product_426,Sports,19074
200427,Product_427,Home,38772
200428,Product_428,Clothing,35710
200429,Product_429,Home,5630
200430,Product_430,Accessories,7449
200431,Product_431,Electronics,29427
200432,Product_432,Clothing,11302
200433,Product_433,Accessories,5084
200434,Product_434,Clothing,34819
200435,Product_435,Clothing,47937
200436,Product_436,Electronics,36123
200437,Product_437,Sports,5218
200438,Product_438,Sports,31182
200439,Product_439,Sports,5555
200440,Product_440,Accessories,8281
200441,Product_441,Home,26481
200442,Product_442,Accessories,39005
200443,Product_443,Clothing,10611
200444,Product_444,Electronics,29847
200445,Product_445,Home,30577
200446,Product_446,Accessories,4085
200447,Product_447,Home,43431
200448,Product_448,Sports,6601
200449,Product_449,Home,18635
200450,Product_450,Clothing,8656
200451,Product_451,Electronics,1562
200452,Product_452,Electronics,40230
200453,Product_453,Clothing,14568
200454,Product_454,Accessories,10622
200455,Product_455,Sports,8079
200456,Product_456,Home,7877
200457,Product_457,Electronics,43410
200458,Product_458,Home,26867
200459,Product_459,Electronics,15366
200460,Product_460,Sports,23625
200461,Product_461,Clothing,5184
200462,Product_462,Electronics,17076
200463,Product_463,Sports,7968
200464,Product_464,Home,43531
200465,Product_465,Electronics,46976
200466,Product_466,Home,35250
200467,Product_467,Home,48195
200468,Product_468,Accessories,16543
200469,Product_469,Electronics,19304
200470,Product_470,Home,12269
200471,Product_471,Home,212
200472,Product_472,Clothing,3685
200473,Product_473,Clothing,39455
200474,Product_474,Home,36859
200475,Product_475,Clothing,49611
200476,Product_476,Clothing,25382
200477,Product_477,Electronics,27650
200478,Product_478,Clothing,46838
200479,Product_479,Home,2088
200480,Product_480,Clothing,37307
200481,Product_481,Accessories,26294
200482,Product_482,Clothing,6611
200483,Product_483,Sports,12106
200484,Product_484,Sports,27254
200485,Product_485,Accessories,22581
200486,Product_486,Clothing,3306
200487,Product_487,Electronics,46959
200488,Product_488,Clothing,11480
200489,Product_489,Sports,13513
200490,Product_490,Home,45760
200491,Product_491,Electronics,21858
200492,Product_492,Clothing,28509
200493,Product_493,Home,44844
200494,Product_494,Accessories,28410
200495,Product_495,Accessories,27539
200496,Product_496,Accessories,40066
200497,Product_497,Electronics,25437
200498,Product_498,Home,3447
200499,Product_499,Accessories,46967
200500,Product_500,Clothing,16888
200501,Product_501,Electronics,7954
200502,Product_502,Clothing,26442
200503,Product_503,Clothing,33151
200504,Product_504,Electronics,31686
200505,Product_505,Home,37301
200506,Product_506,Home,11803
200507,Product_507,Clothing,29287
200508,Product_508,Clothing,27217
200509,Product_509,Home,17456
200510,Product_510,Sports,3237
200511,Product_511,Clothing,4882
200512,Product_512,Home,39087
200513,Product_513,Electronics,44595
200514,Product_514,Home,35566
200515,Product_515,Electronics,12354
200516,Product_516,Home,4147
200517,Product_517,Electronics,7419
200518,Product_518,Sports,9271
200519,Product_519,Accessories,2753
200520,Product_520,Sports,15493
200521,Product_521,Clothing,25534
200522,Product_522,Accessories,19852
200523,Product_523,Clothing,29122
200524,Product_524,Sports,30722
200525,Product_525,Electronics,3756
200526,Product_526,Electronics,27158
200527,Product_527,Home,31438
200528,Product_528,Sports,30922
200529,Product_529,Home,27927
200530,Product_530,Home,16584
200531,Product_531,Sports,26936
200532,Product_532,Home,845
200533,Product_533,Home,14746
200534,Product_534,Home,36459
200535,Product_535,Accessories,39952
200536,Product_536,Clothing,38915
200537,Product_537,Electronics,41028
200538,Product_538,Home,219
200539,Product_539,Home,11531
200540,Product_540,Accessories,42331
200541,Product_541,Accessories,49222
200542,Product_542,Accessories,37818
200543,Product_543,Electronics,8447
200544,Product_544,Sports,4312
200545,Product_545,Clothing,40046
200546,Product_546,Electronics,40978
200547,Product_547,Accessories,25230
200548,Product_548,Sports,9668
200549,Product_549,Electronics,17280
200550,Product_550,Electronics,27168
200551,Product_551,Home,37690
200552,Product_552,Accessories,17350
200553,Product_553,Accessories,42679
200554,Product_554,Electronics,22454
200555,Product_555,Home,40928
200556,Product_556,Sports,18306
200557,Product_557,Accessories,31175
200558,Product_558,Sports,28769
200559,Product_559,Sports,31664
200560,Product_560,Electronics,36689
200561,Product_561,Accessories,36479
200562,Product_562,Sports,15657
200563,Product_563,Electronics,18142
200564,Product_564,Accessories,2747
200565,Product_565,Clothing,7082
200566,Product_566,Clothing,39611
200567,Product_567,Clothing,17424
200568,Product_568,Sports,46660
200569,Product_569,Home,24704
200570,Product_570,Clothing,34839
200571,Product_571,Clothing,28615
200572,Product_572,Sports,28799
200573,Product_573,Sports,11335
200574,Product_574,Electronics,17602
200575,Product_575,Accessories,30396
200576,Product_576,Home,33266
200577,Product_577,Home,13063
200578,Product_578,Clothing,42224
200579,Product_579,Home,12270
200580,Product_580,Electronics,8196
200581,Product_581,Electronics,234
200582,Product_582,Home,25588
200583,Product_583,Home,24332
200584,Product_584,Accessories,40272
200585,Product_585,Clothing,7152
200586,Product_586,Clothing,41324
200587,Product_587,Electronics,7297
200588,Product_588,Accessories,12625
200589,Product_589,Electronics,28028
200590,Product_590,Accessories,41623
200591,Product_591,Accessories,35950
200592,Product_592,Home,12956
200593,Product_593,Home,24632
200594,Product_594,Sports,37895
200595,Product_595,Home,37254
200596,Product_596,Clothing,3700
200597,Product_597,Electronics,42001
200598,Product_598,Home,15006
200599,Product_599,Sports,45732
200600,Product_600,Clothing,37739
200601,Product_601,Sports,42628
200602,Product_602,Clothing,33500
200603,Product_603,Accessories,17797
200604,Product_604,Accessories,25920
200605,Product_605,Accessories,35318
200606,Product_606,Accessories,41248
200607,Product_607,Home,14187
200608,Product_608,Clothing,5671
200609,Product_609,Home,23337
200610,Product_610,Sports,344
200611,Product_611,Electronics,2466
200612,Product_612,Electronics,4467
200613,Product_613,Home,25979
200614,Product_614,Accessories,38312
200615,Product_615,Accessories,4281
200616,Product_616,Accessories,21055
200617,Product_617,Accessories,26069
200618,Product_618,Electronics,48009
200619,Product_619,Sports,37442
200620,Product_620,Home,7532
200621,Product_621,Home,18238
200622,Product_622,Electronics,122
200623,Product_623,Accessories,10559
200624,Product_624,Electronics,47843
200625,Product_625,Accessories,8627
200626,Product_626,Clothing,20559
200627,Product_627,Clothing,556
200628,Product_628,Home,41128
200629,Product_629,Clothing,29317
200630,Product_630,Clothing,27248
200631,Product_631,Clothing,16940
200632,Product_632,Clothing,5683
200633,Product_633,Home,40012
200634,Product_634,Clothing,31757
200635,Product_635,Electronics,20897
200636,Product_636,Electronics,26280
200637,Product_637,Sports,20828
200638,Product_638,Accessories,35243
200639,Product_639,Home,21559
200640,Product_640,Clothing,43488
200641,Product_641,Electronics,37096
200642,Product_642,Clothing,2184
200643,Product_643,Home,23985
200644,Product_644,Home,43138
200645,Product_645,Clothing,36202
200646,Product_646,Sports,28233
200647,Product_647,Home,19357
200648,Product_648,Sports,12546
200649,Product_649,Clothing,8074
200650,Product_650,Sports,8251
200651,Product_651,Sports,44464
200652,Product_652,Accessories,21434
200653,Product_653,Electronics,48206
200654,Product_654,Home,35867
200655,Product_655,Clothing,38273
200656,Product_656,Electronics,207
200657,Product_657,Sports,46051
200658,Product_658,Clothing,15465
200659,Product_659,Accessories,939
200660,Product_660,Sports,17658
200661,Product_661,Accessories,41489
200662,Product_662,Clothing,40035
200663,Product_663,Accessories,6305
200664,Product_664,Electronics,20000
200665,Product_665,Home,1287
200666,Product_666,Electronics,35297
200667,Product_667,Accessories,23455
200668,Product_668,Electronics,47305
200669,Product_669,Sports,1608
200670,Product_670,Sports,42535
200671,Product_671,Clothing,26235
200672,Product_672,Electronics,27297
200673,Product_673,Sports,24414
200674,Product_674,Accessories,3809
200675,Product_675,Sports,10372
200676,Product_676,Accessories,48417
200677,Product_677,Clothing,32878
200678,Product_678,Electronics,28654
200679,Product_679,Home,28670
200680,Product_680,Sports,15082
200681,Product_681,Sports,46103
200682,Product_682,Accessories,46287
200683,Product_683,Home,5229
200684,Product_684,Home,12200
200685,Product_685,Clothing,7965
200686,Product_686,Home,42155
200687,Product_687,Accessories,48102
200688,Product_688,Sports,5117
200689,Product_689,Clothing,34337
200690,Product_690,Accessories,49432
200691,Product_691,Home,49021
200692,Product_692,Sports,21413
200693,Product_693,Clothing,11420
200694,Product_694,Electronics,35545
200695,Product_695,Electronics,1309
200696,Product_696,Electronics,41073
200697,Product_697,Accessories,1678
200698,Product_698,Home,10419
200699,Product_699,Sports,8039
200700,Product_700,Accessories,49171
200701,Product_701,Accessories,17345
200702,Product_702,Electronics,13722
200703,Product_703,Accessories,8746
200704,Product_704,Electronics,15040
200705,Product_705,Accessories,26652
200706,Product_706,Electronics,48368
200707,Product_707,Sports,6111
200708,Product_708,Clothing,21761
200709,Product_709,Sports,44777
200710,Product_710,Sports,24143
200711,Product_711,Accessories,10434
200712,Product_712,Electronics,20417
200713,Product_713,Clothing,9702
200714,Product_714,Clothing,37186
200715,Product_715,Electronics,18379
200716,Product_716,Home,29785
200717,Product_717,Home,27413
200718,Product_718,Sports,47034
200719,Product_719,Electronics,20735
200720,Product_720,Sports,14615
200721,Product_721,Sports,5010
200722,Product_722,Sports,25793
200723,Product_723,Accessories,14601
200724,Product_724,Accessories,3248
200725,Product_725,Electronics,30694
200726,Product_726,Clothing,39362
200727,Product_727,Accessories,18417
200728,Product_728,Accessories,26150
200729,Product_729,Accessories,8977
200730,Product_730,Electronics,32063
200731,Product_731,Clothing,11762
200732,Product_732,Sports,41074
200733,Product_733,Home,18261
200734,Product_734,Sports,17333
200735,Product_735,Accessories,40535
200736,Product_736,Electronics,29064
200737,Product_737,Electronics,10586
200738,Product_738,Home,17813
200739,Product_739,Electronics,45428
200740,Product_740,Accessories,28857
200741,Product_741,Accessories,40830
200742,Product_742,Clothing,20311
200743,Product_743,Sports,39116
200744,Product_744,Home,37763
200745,Product_745,Sports,38293
200746,Product_746,Electronics,46828
200747,Product_747,Home,33095
200748,Product_748,Electronics,16458
200749,Product_749,Home,11657
200750,Product_750,Accessories,14226
200751,Product_751,Accessories,45743
200752,Product_752,Clothing,17353
200753,Product_753,Clothing,32748
200754,Product_754,Electronics,16846
200755,Product_755,Electronics,28925
200756,Product_756,Home,28931
200757,Product_757,Clothing,450
200758,Product_758,Clothing,11789
200759,Product_759,Electronics,32384
200760,Product_760,Sports,46654
200761,Product_761,Clothing,36762
200762,Product_762,Sports,19573
200763,Product_763,Home,34180
200764,Product_764,Clothing,2470
200765,Product_765,Clothing,32986
200766,Product_766,Electronics,5817
200767,Product_767,Home,10438
200768,Product_768,Accessories,42884
200769,Product_769,Accessories,7902
200770,Product_770,Clothing,7715
200771,Product_771,Accessories,15557
200772,Product_772,Home,48057
200773,Product_773,Electronics,40769
200774,Product_774,Home,28742
200775,Product_775,Accessories,14154
200776,Product_776,Sports,15261
200777,Product_777,Clothing,46914
200778,Product_778,Clothing,14390
200779,Product_779,Clothing,29997
200780,Product_780,Home,31946
200781,Product_781,Sports,13038
200782,Product_782,Home,39683
200783,Product_783,Accessories,10702
200784,Product_784,Electronics,48739
200785,Product_785,Sports,16931
200786,Product_786,Home,2359
200787,Product_787,Accessories,23942
200788,Product_788,Accessories,14055
200789,Product_789,Sports,25908
200790,Product_790,Electronics,1882
200791,Product_791,Sports,4725
200792,Product_792,Home,25684
200793,Product_793,Electronics,38830
200794,Product_794,Home,18565
200795,Product_795,Sports,38967
200796,Product_796,Sports,6898
200797,Product_797,Sports,6005
200798,Product_798,Accessories,33997
200799,Product_799,Accessories,11138
200800,Product_800,Clothing,27649
200801,Product_801,Electronics,22716
200802,Product_802,Electronics,38082
200803,Product_803,Electronics,1515
200804,Product_804,Clothing,39637
200805,Product_805,Accessories,20124
200806,Product_806,Clothing,3026
200807,Product_807,Accessories,46178
200808,Product_808,Sports,1160
200809,Product_809,Sports,7340
200810,Product_810,Home,49546
200811,Product_811,Electronics,47391
200812,Product_812,Accessories,23225
200813,Product_813,Electronics,13388
200814,Product_814,Electronics,2214
200815,Product_815,Home,30931
200816,Product_816,Electronics,1030
200817,Product_817,Sports,45004
200818,Product_818,Electronics,46029
200819,Product_819,Clothing,17011
200820,Product_820,Clothing,37463
200821,Product_821,Home,9639
200822,Product_822,Electronics,2401
200823,Product_823,Electronics,3801
200824,Product_824,Clothing,18950
200825,Product_825,Clothing,26372
200826,Product_826,Clothing,26457
200827,Product_827,Electronics,38972
200828,Product_828,Clothing,32262
200829,Product_829,Home,8263
200830,Product_830,Sports,21692
200831,Product_831,Accessories,42010
200832,Product_832,Sports,42315
200833,Product_833,Home,10429
200834,Product_834,Home,25144
200835,Product_835,Accessories,11951
200836,Product_836,Accessories,38184
200837,Product_837,Accessories,24975
200838,Product_838,Home,9752
200839,Product_839,Sports,21149
200840,Product_840,Sports,17388
200841,Product_841,Accessories,15510
200842,Product_842,Accessories,33971
200843,Product_843,Accessories,40510
200844,Product_844,Home,32799
200845,Product_845,Clothing,44130
200846,Product_846,Accessories,3745
200847,Product_847,Electronics,5975
200848,Product_848,Clothing,9385
200849,Product_849,Home,29867
200850,Product_850,Clothing,24753
200851,Product_851,Home,49287
200852,Product_852,Home,14186
200853,Product_853,Clothing,30999
200854,Product_854,Home,24469
200855,Product_855,Sports,27975
200856,Product_856,Clothing,22373
200857,Product_857,Electronics,7429
200858,Product_858,Sports,42355
200859,Product_859,Electronics,47920
200860,Product_860,Electronics,45915
200861,Product_861,Sports,9522
200862,Product_862,Accessories,21538
200863,Product_863,Clothing,21909
200864,Product_864,Clothing,41667
200865,Product_865,Home,34472
200866,Product_866,Clothing,20730
200867,Product_867,Sports,39214
200868,Product_868,Home,21954
200869,Product_869,Clothing,8036
200870,Product_870,Accessories,14869
200871,Product_871,Clothing,48266
200872,Product_872,Accessories,3264
200873,Product_873,Home,10407
200874,Product_874,Accessories,31018
200875,Product_875,Accessories,20453
200876,Product_876,Accessories,23520
200877,Product_877,Sports,46124
200878,Product_878,Clothing,35574
200879,Product_879,Home,1710
200880,Product_880,Electronics,16599
200881,Product_881,Electronics,35786
200882,Product_882,Electronics,17324
200883,Product_883,Electronics,225
200884,Product_884,Clothing,36235
200885,Product_885,Home,13142
200886,Product_886,Electronics,44415
200887,Product_887,Clothing,15975
200888,Product_888,Sports,5355
200889,Product_889,Home,11348
200890,Product_890,Sports,46418
200891,Product_891,Clothing,32827
200892,Product_892,Electronics,37219
200893,Product_893,Accessories,29986
200894,Product_894,Home,12724
200895,Product_895,Home,22739
200896,Product_896,Home,9403
200897,Product_897,Clothing,3145
200898,Product_898,Sports,39753
200899,Product_899,Sports,37672
200900,Product_900,Clothing,32523
200901,Product_901,Accessories,28401
200902,Product_902,Accessories,40270
200903,Product_903,Accessories,35499
200904,Product_904,Clothing,32924
200905,Product_905,Electronics,33412
200906,Product_906,Clothing,35727
200907,Product_907,Electronics,38371
200908,Product_908,Clothing,6481
