order_id,customer_id,product_id,order_date,amount
296,118480,2063,2024-01-01 04:55:00,4135
297,103996,2057,2024-01-01 04:56:00,500
298,118541,2043,2024-01-01 04:57:00,4133
299,140481,2021,2024-01-01 04:58:00,4233
300,125602,2056,2024-01-01 04:59:00,2642
301,133005,2023,2024-01-01 05:00:00,899
302,120932,2021,2024-01-01 05:01:00,3130
303,107519,2085,2024-01-01 05:02:00,1864
304,112694,2087,2024-01-01 05:03:00,142
305,146963,2094,2024-01-01 05:04:00,3903
306,144041,2037,2024-01-01 05:05:00,3637
307,104498,2013,2024-01-01 05:06:00,218
308,132326,2092,2024-01-01 05:07:00,258
309,140101,2036,2024-01-01 05:08:00,781
310,109249,2086,2024-01-01 05:09:00,2923
311,129154,2035,2024-01-01 05:10:00,475
312,133992,2007,2024-01-01 05:11:00,592
313,130216,2030,2024-01-01 05:12:00,1128
314,141670,2043,2024-01-01 05:13:00,1642
315,136632,2044,2024-01-01 05:14:00,3080
316,125168,2096,2024-01-01 05:15:00,378
317,127638,2020,2024-01-01 05:16:00,2259
318,136680,2046,2024-01-01 05:17:00,1208
319,136299,2027,2024-01-01 05:18:00,4668
320,105212,2001,2024-01-01 05:19:00,4421
321,125693,2081,2024-01-01 05:20:00,2234
322,134219,2013,2024-01-01 05:21:00,3343
323,112304,2053,2024-01-01 05:22:00,964
324,145717,2050,2024-01-01 05:23:00,636
325,111998,2001,2024-01-01 05:24:00,218
326,104985,2029,2024-01-01 05:25:00,3567
327,114403,2040,2024-01-01 05:26:00,4002
328,111145,2014,2024-01-01 05:27:00,1629
329,136622,2025,2024-01-01 05:28:00,3730
330,124786,2040,2024-01-01 05:29:00,1530
331,117298,2029,2024-01-01 05:30:00,2037
332,126854,2025,2024-01-01 05:31:00,4897
333,116456,2002,2024-01-01 05:32:00,1394
334,119748,2080,2024-01-01 05:33:00,4760
335,113923,2042,2024-01-01 05:34:00,2837
336,107067,2044,2024-01-01 05:35:00,4184
337,125878,2009,2024-01-01 05:36:00,582
338,135420,2016,2024-01-01 05:37:00,3408
339,116980,2031,2024-01-01 05:38:00,4746
340,132267,2039,2024-01-01 05:39:00,1704
341,141791,2048,2024-01-01 05:40:00,2856
342,114335,2037,2024-01-01 05:41:00,959
343,126740,2009,2024-01-01 05:42:00,589
344,130935,2016,2024-01-01 05:43:00,4524
345,133393,2064,2024-01-01 05:44:00,4823
346,115732,2040,2024-01-01 05:45:00,4236
347,126014,2040,2024-01-01 05:46:00,3274
348,144636,2008,2024-01-01 05:47:00,3321
349,105585,2084,2024-01-01 05:48:00,2609
350,112602,2040,2024-01-01 05:49:00,3559
351,119831,2010,2024-01-01 05:50:00,4677
352,144099,2032,2024-01-01 05:51:00,3492
353,132176,2066,2024-01-01 05:52:00,3332
354,120161,2047,2024-01-01 05:53:00,880
355,125340,2037,2024-01-01 05:54:00,2725
356,136355,2077,2024-01-01 05:55:00,1095
357,127410,2043,2024-01-01 05:56:00,4435
358,138465,2003,2024-01-01 05:57:00,4875
359,127192,2062,2024-01-01 05:58:00,3612
360,144322,2095,2024-01-01 05:59:00,952
361,120309,2077,2024-01-01 06:00:00,1957
362,148137,2099,2024-01-01 06:01:00,1580
363,143119,2034,2024-01-01 06:02:00,2682
364,101191,2046,2024-01-01 06:03:00,4694
365,103366,2004,2024-01-01 06:04:00,4988
366,107117,2033,2024-01-01 06:05:00,2175
367,137761,2070,2024-01-01 06:06:00,4059
368,109261,2093,2024-01-01 06:07:00,3552
369,137769,2027,2024-01-01 06:08:00,955
370,104822,2095,2024-01-01 06:09:00,3533
371,131269,2029,2024-01-01 06:10:00,4601
372,119816,2028,2024-01-01 06:11:00,2779
373,119128,2064,2024-01-01 06:12:00,2656
374,134092,2019,2024-01-01 06:13:00,2438
375,112103,2023,2024-01-01 06:14:00,2514
376,124783,2094,2024-01-01 06:15:00,3407
377,119748,2014,2024-01-01 06:16:00,623
378,109176,2016,2024-01-01 06:17:00,1478
379,120366,2081,2024-01-01 06:18:00,4155
380,146022,2097,2024-01-01 06:19:00,3469
381,102658,2078,2024-01-01 06:20:00,1708
382,141486,2007,2024-01-01 06:21:00,4066
383,114306,2070,2024-01-01 06:22:00,3457
384,144245,2048,2024-01-01 06:23:00,4408
385,134433,2061,2024-01-01 06:24:00,2801
386,138176,2021,2024-01-01 06:25:00,3016
387,143504,2000,2024-01-01 06:26:00,1514
388,139279,2056,2024-01-01 06:27:00,1359
389,137380,2016,2024-01-01 06:28:00,1756
390,146004,2053,2024-01-01 06:29:00,411
391,142685,2062,2024-01-01 06:30:00,1268
392,100868,2005,2024-01-01 06:31:00,3652
393,140138,2008,2024-01-01 06:32:00,4020
394,114669,2051,2024-01-01 06:33:00,2475
395,123316,2056,2024-01-01 06:34:00,3309
396,110033,2014,2024-01-01 06:35:00,2995
397,107462,2020,2024-01-01 06:36:00,1151
398,139365,2058,2024-01-01 06:37:00,520
399,122358,2017,2024-01-01 06:38:00,1945
400,101610,2053,2024-01-01 06:39:00,4268
401,101651,2077,2024-01-01 06:40:00,1675
402,120748,2060,2024-01-01 06:41:00,3658
403,147559,2041,2024-01-01 06:42:00,3978
404,102026,2018,2024-01-01 06:43:00,962
405,116872,2033,2024-01-01 06:44:00,1482
406,104354,2014,2024-01-01 06:45:00,2193
407,100138,2092,2024-01-01 06:46:00,3173
408,121971,2050,2024-01-01 06:47:00,2209
409,122825,2035,2024-01-01 06:48:00,3205
410,133889,2042,2024-01-01 06:49:00,2846
411,126132,2027,2024-01-01 06:50:00,1179
412,114435,2078,2024-01-01 06:51:00,4586
413,120749,2031,2024-01-01 06:52:00,4448
414,141796,2041,2024-01-01 06:53:00,4448
415,147454,2092,2024-01-01 06:54:00,3721
416,101629,2041,2024-01-01 06:55:00,674
417,138182,2031,2024-01-01 06:56:00,3295
418,104074,2039,2024-01-01 06:57:00,851
419,149617,2025,2024-01-01 06:58:00,2752
420,108648,2000,2024-01-01 06:59:00,1961
421,105255,2062,2024-01-01 07:00:00,1365
422,109815,2030,2024-01-01 07:01:00,2084
423,125573,2033,2024-01-01 07:02:00,4120
424,137792,2019,2024-01-01 07:03:00,3512
425,106397,2098,2024-01-01 07:04:00,390
426,123166,2079,2024-01-01 07:05:00,853
427,103408,2000,2024-01-01 07:06:00,2148
428,109394,2084,2024-01-01 07:07:00,3001
429,147334,2081,2024-01-01 07:08:00,1015
430,125850,2048,2024-01-01 07:09:00,4386
431,125146,2003,2024-01-01 07:10:00,2194
432,116159,2070,2024-01-01 07:11:00,3923
433,103543,2037,2024-01-01 07:12:00,3023
434,112581,2091,2024-01-01 07:13:00,2545
435,130207,2010,2024-01-01 07:14:00,4303
436,102911,2070,2024-01-01 07:15:00,1450
437,148520,2065,2024-01-01 07:16:00,4822
438,107500,2061,2024-01-01 07:17:00,1528
439,130117,2074,2024-01-01 07:18:00,3354
440,103283,2038,2024-01-01 07:19:00,4202
441,104558,2021,2024-01-01 07:20:00,1341
442,119494,2003,2024-01-01 07:21:00,4966
443,116875,2084,2024-01-01 07:22:00,4530
444,134032,2008,2024-01-01 07:23:00,1616
445,146131,2057,2024-01-01 07:24:00,415
446,134344,2006,2024-01-01 07:25:00,2392
447,115689,2088,2024-01-01 07:26:00,4176
448,118130,2084,2024-01-01 07:27:00,3309
449,105523,2088,2024-01-01 07:28:00,369
450,125625,2061,2024-01-01 07:29:00,1478
451,137328,2095,2024-01-01 07:30:00,1941
452,128065,2015,2024-01-01 07:31:00,2643
453,141087,2021,2024-01-01 07:32:00,2462
454,148258,2010,2024-01-01 07:33:00,1836
455,116952,2033,2024-01-01 07:34:00,2654
456,110697,2043,2024-01-01 07:35:00,1613
457,123392,2081,2024-01-01 07:36:00,3803
458,142296,2066,2024-01-01 07:37:00,2181
459,105939,2053,2024-01-01 07:38:00,307
460,144624,2081,2024-01-01 07:39:00,1353
461,108808,2075,2024-01-01 07:40:00,1906
462,102972,2000,2024-01-01 07:41:00,3896
463,116656,2018,2024-01-01 07:42:00,2319
464,101173,2007,2024-01-01 07:43:00,1490
465,111030,2074,2024-01-01 07:44:00,1694
466,135274,2035,2024-01-01 07:45:00,2291
467,105084,2020,2024-01-01 07:46:00,3753
468,124108,2085,2024-01-01 07:47:00,922
469,139688,2037,2024-01-01 07:48:00,1097
470,127130,2000,2024-01-01 07:49:00,674
471,133698,2095,2024-01-01 07:50:00,933
472,141846,2075,2024-01-01 07:51:00,2666
473,136262,2051,2024-01-01 07:52:00,103
474,118462,2039,2024-01-01 07:53:00,1440
475,142177,2093,2024-01-01 07:54:00,3485
476,149246,2072,2024-01-01 07:55:00,518
477,138751,2066,2024-01-01 07:56:00,4462
478,135323,2020,2024-01-01 07:57:00,4154
479,115312,2042,2024-01-01 07:58:00,1908
480,131846,2019,2024-01-01 07:59:00,1393
481,128185,2008,2024-01-01 08:00:00,4193
482,149121,2058,2024-01-01 08:01:00,4980
483,122098,2048,2024-01-01 08:02:00,1529
484,108923,2043,2024-01-01 08:03:00,4367
485,117897,2087,2024-01-01 08:04:00,2047
486,138688,2082,2024-01-01 08:05:00,3193
487,123414,2030,2024-01-01 08:06:00,3152
488,110316,2090,2024-01-01 08:07:00,2674
489,106354,2019,2024-01-01 08:08:00,1652
490,117483,2019,2024-01-01 08:09:00,2528
491,139576,2043,2024-01-01 08:10:00,2329
492,104919,2043,2024-01-01 08:11:00,3139
493,104162,2032,2024-01-01 08:12:00,3245
494,137155,2079,2024-01-01 08:13:00,4537
495,127582,2057,2024-01-01 08:14:00,2168
496,114110,2090,2024-01-01 08:15:00,956
497,133196,2002,2024-01-01 08:16:00,3425
498,121671,2048,2024-01-01 08:17:00,553
499,134700,2092,2024-01-01 08:18:00,1730
500,132667,2089,2024-01-01 08:19:00,4401
501,144535,2066,2024-01-01 08:20:00,4684
502,109643,2031,2024-01-01 08:21:00,2988
503,115195,2060,2024-01-01 08:22:00,511
504,100168,2079,2024-01-01 08:23:00,2195
505,108747,2003,2024-01-01 08:24:00,4344
506,109167,2067,2024-01-01 08:25:00,4159
507,104348,2062,2024-01-01 08:26:00,2918
508,135447,2002,2024-01-01 08:27:00,900
509,118074,2013,2024-01-01 08:28:00,3103
510,136721,2083,2024-01-01 08:29:00,3756
511,119228,2050,2024-01-01 08:30:00,2002
512,136517,2038,2024-01-01 08:31:00,4069
513,133411,2090,2024-01-01 08:32:00,2090
514,112272,2028,2024-01-01 08:33:00,1294
515,146424,2044,2024-01-01 08:34:00,1448
516,105988,2074,2024-01-01 08:35:00,1887
517,134690,2087,2024-01-01 08:36:00,2457
518,114289,2021,2024-01-01 08:37:00,4707
519,149922,2031,2024-01-01 08:38:00,998
520,146996,2067,2024-01-01 08:39:00,2157
521,122613,2084,2024-01-01 08:40:00,4608
522,114073,2062,2024-01-01 08:41:00,2226
523,146024,2061,2024-01-01 08:42:00,4275
524,102185,2060,2024-01-01 08:43:00,4414
525,107187,2004,2024-01-01 08:44:00,1714
526,135135,2097,2024-01-01 08:45:00,3554
527,127927,2075,2024-01-01 08:46:00,3316
528,132602,2070,2024-01-01 08:47:00,3511
529,130047,2054,2024-01-01 08:48:00,3723
530,112416,2001,2024-01-01 08:49:00,4979
531,112773,2041,2024-01-01 08:50:00,3746
532,125129,2063,2024-01-01 08:51:00,3335
533,106875,2062,2024-01-01 08:52:00,3954
534,121124,2030,2024-01-01 08:53:00,859
535,110422,2099,2024-01-01 08:54:00,2641
536,142075,2025,2024-01-01 08:55:00,4949
537,117961,2005,2024-01-01 08:56:00,4546
538,132516,2012,2024-01-01 08:57:00,4133
539,108628,2035,2024-01-01 08:58:00,4733
540,147914,2015,2024-01-01 08:59:00,2530
541,108672,2034,2024-01-01 09:00:00,3484
542,133297,2098,2024-01-01 09:01:00,2953
543,102722,2083,2024-01-01 09:02:00,178
544,147522,2086,2024-01-01 09:03:00,2036
545,115753,2060,2024-01-01 09:04:00,793
546,105457,2089,2024-01-01 09:05:00,2264
547,135359,2062,2024-01-01 09:06:00,3529
548,126760,2013,2024-01-01 09:07:00,2656
549,142892,2087,2024-01-01 09:08:00,1629
550,141772,2081,2024-01-01 09:09:00,3749
551,144754,2031,2024-01-01 09:10:00,2148
552,148399,2012,2024-01-01 09:11:00,838
553,112758,2086,2024-01-01 09:12:00,1739
554,136514,2071,2024-01-01 09:13:00,283
555,110688,2077,2024-01-01 09:14:00,527
556,120317,2052,2024-01-01 09:15:00,2867
557,118379,2034,2024-01-01 09:16:00,2589
558,121967,2074,2024-01-01 09:17:00,4601
559,114088,2065,2024-01-01 09:18:00,4491
560,140668,2006,2024-01-01 09:19:00,525
561,100290,2042,2024-01-01 09:20:00,1206
562,124251,2045,2024-01-01 09:21:00,470
563,137372,2065,2024-01-01 09:22:00,527
564,128205,2037,2024-01-01 09:23:00,150
565,138207,2061,2024-01-01 09:24:00,3164
566,128138,2028,2024-01-01 09:25:00,2143
567,113683,2046,2024-01-01 09:26:00,1745
568,126225,2019,2024-01-01 09:27:00,2012
569,113526,2054,2024-01-01 09:28:00,4090
570,125735,2063,2024-01-01 09:29:00,4104
571,134037,2061,2024-01-01 09:30:00,112
572,113317,2051,2024-01-01 09:31:00,977
573,138417,2034,2024-01-01 09:32:00,4232
574,134452,2092,2024-01-01 09:33:00,3356
575,141743,2008,2024-01-01 09:34:00,2622
576,101636,2096,2024-01-01 09:35:00,2746
577,118544,2009,2024-01-01 09:36:00,781
578,113707,2013,2024-01-01 09:37:00,4127
579,143818,2022,2024-01-01 09:38:00,2934
580,110037,2084,2024-01-01 09:39:00,1058
581,113938,2020,2024-01-01 09:40:00,3484
582,112678,2012,2024-01-01 09:41:00,436
583,103249,2012,2024-01-01 09:42:00,517
584,105968,2091,2024-01-01 09:43:00,3473
585,124581,2055,2024-01-01 09:44:00,4774
586,127826,2011,2024-01-01 09:45:00,3855
